mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03633885383605957,0.0057878773485573395,0.008757925033569336,0.000520292002105948,1.0,{'model__C': 1.0},0.7902686403508772,0.7956136426211454,0.7987506883259913,0.802226931676337,0.7692035993031837,0.791212700455507,0.011685842934774706,1
0.03384213447570801,0.009305442161259739,0.0074217796325683595,0.00030896359638732043,3.0,{'model__C': 3.0},0.7902583607456141,0.7955516932819382,0.7987506883259913,0.8022269316763371,0.7691487318766032,0.7911872811812968,0.011702031039990667,2
0.03223271369934082,0.008375698317191269,0.007788801193237304,0.000751874384568839,10.0,{'model__C': 10.0},0.7902823464912281,0.7955241602422907,0.7987403634361233,0.8022063563913694,0.7691384442341194,0.7911783341590262,0.01169826745542747,3
0.027312660217285158,0.002643967797927607,0.007796812057495117,0.0005665421334145758,0.1,{'model__C': 0.1},0.7900013706140351,0.7957753992290749,0.7985407488986783,0.8023503833861433,0.7690630015225711,0.7911461807301006,0.011752623992814295,4
